s,carat,cut,color,clarity,depth,table,price,x,y,z
27452,2.04,Premium,H,VS1,60.7,61,18104,8.18,8.1,4.94
27453,1.7,Very Good,G,VS2,61.9,55,18107,7.64,7.68,4.74
27454,1.7,Very Good,E,VS2,58.6,60,18107,7.91,7.82,4.61
27455,2.3,Ideal,H,SI2,62.6,54,18108,8.42,8.46,5.28
27456,1.14,Very Good,D,IF,59.1,58,18112,6.83,6.9,4.06
27457,2.45,Ideal,J,VS2,60.4,56,18113,8.72,8.81,5.3
27458,1.07,Very Good,D,IF,60.9,58,18114,6.57,6.67,4.03
27459,2.03,Very Good,E,SI2,58.8,59,18115,8.23,8.28,4.85
27460,2.04,Premium,H,SI1,62.5,61,18115,8.08,8.04,5.04
27461,2.04,Premium,H,SI1,63,58,18115,8.1,8.03,5.08
27462,2.02,Premium,E,SI2,61,59,18117,8.18,8.12,4.97
27463,2.12,Very Good,H,SI1,60.7,55,18118,8.28,8.36,5.05
27464,2.33,Very Good,I,SI1,60.7,56,18119,8.55,8.61,5.21
27465,2.03,Very Good,D,SI2,62.4,59,18120,7.98,8.04,5
27466,2.12,Premium,E,SI2,58.3,59,18120,8.48,8.41,4.92
27467,2.1,Ideal,F,SI2,61,60,18124,8.22,8.2,5.01
27468,2.08,Ideal,G,SI2,61.8,56,18124,8.22,8.18,5.07
27469,2.14,Very Good,E,SI2,61.5,58,18125,8.24,8.31,5.09
27470,2.04,Very Good,I,VS1,61.8,60,18127,8.11,8.21,5.04
27471,2.08,Very Good,E,SI2,62.4,60,18128,8.13,8.15,5.08
27472,1.78,Ideal,F,VS2,60.9,56,18128,7.85,7.88,4.79
27473,2.21,Ideal,G,SI2,60.2,60,18128,8.38,8.47,5.07
27474,2.08,Ideal,E,SI2,60.2,60,18128,8.28,8.32,5
27475,2.03,Premium,H,VS2,62.6,59,18139,8.1,8.06,5.06
27476,2.03,Premium,H,VS2,62.1,56,18139,8.2,8.12,5.07
27477,2.23,Premium,I,VS2,61.2,58,18149,8.43,8.36,5.14
27478,2.01,Very Good,H,SI1,59.1,58,18149,8.29,8.36,4.92
27479,2.05,Very Good,H,VS2,61.8,60,18152,8.14,8.19,5.05
27480,2.04,Ideal,G,SI1,61.9,58,18153,8.12,8.16,5.04
27481,1.5,Ideal,F,VVS2,63.1,57,18159,7.32,7.23,4.59
27482,2.12,Premium,G,SI2,62.6,59,18164,8.18,8.12,5.1
27483,2.03,Premium,G,VS2,60.9,59,18166,8.17,8.14,4.97
27484,2.2,Ideal,G,SI2,62,57,18168,8.31,8.27,5.14
27485,2,Ideal,F,SI2,62.6,57,18172,8.08,8.01,5.04
27486,2.01,Ideal,G,VS2,63,56,18172,8,7.93,5.02
27487,1.7,Very Good,E,VS2,58.6,62,18176,7.84,7.92,4.62
27488,1.76,Ideal,G,VS1,62.8,55,18178,7.74,7.7,4.85
27489,1.63,Ideal,F,VS1,61.6,57,18179,7.53,7.61,4.66
27490,2.52,Premium,F,SI2,60.6,60,18179,8.78,8.7,5.3
27491,2.05,Ideal,G,SI2,61.6,56,18181,8.16,8.11,5.01
27492,2.01,Ideal,F,SI2,61.6,55,18183,8.08,8.02,4.97
27493,2,Very Good,G,SI1,62.5,58,18186,7.98,8.04,5.01
27494,2.01,Ideal,H,SI1,62.8,54,18186,8.03,8.08,5.05
27495,2.01,Premium,H,SI1,61.7,60,18188,8.06,7.96,4.94
27496,1.55,Ideal,E,VVS2,62.5,55,18188,7.38,7.4,4.62
27497,2.3,Ideal,I,VS2,62.6,56,18190,8.45,8.4,5.27
27498,2.07,Premium,I,VS2,61.2,58,18193,8.18,8.2,5.01
27499,2.05,Ideal,E,SI1,62.4,57,18193,8.17,8.09,5.08
27500,2.2,Premium,G,SI1,60.5,55,18193,8.49,8.42,5.11
27501,2.07,Ideal,H,SI2,63.5,53,18198,8.12,8.09,5.14
27502,2.01,Premium,I,VS1,62.9,59,18206,8.03,7.94,5.02
27503,2.02,Premium,H,VS2,60.8,62,18207,8.17,8.12,4.95
27504,2.02,Premium,H,VS2,62.7,53,18207,8.02,7.95,0
27505,1.73,Very Good,G,VVS2,62.6,55,18211,7.66,7.76,4.83
27506,2.09,Very Good,I,VS1,62.9,57,18215,8.09,8.13,5.1
27507,2.04,Premium,F,SI2,60.2,58,18231,8.24,8.17,4.94
27508,1.09,Very Good,D,IF,61.7,58,18231,6.55,6.65,4.07
27509,2.19,Premium,E,SI2,62.4,61,18232,8.31,8.23,5.16
27510,2.02,Very Good,H,SI1,59.3,60,18236,8.14,8.21,4.85
27511,2.02,Very Good,H,SI1,59.6,59,18236,8.27,8.35,4.95
27512,2.02,Very Good,H,SI1,61.1,58,18236,8.07,8.16,4.96
27513,2.02,Good,E,SI2,58.8,61,18236,8.21,8.25,4.84
27514,2.3,Premium,I,VS2,61.8,60,18239,8.47,8.39,5.21
27515,3.01,Premium,I,SI2,60.2,59,18242,9.36,9.31,5.62
27516,3.01,Fair,I,SI2,65.8,56,18242,8.99,8.94,5.9
27517,3.01,Fair,I,SI2,65.8,56,18242,8.99,8.94,5.9
27518,3.01,Good,I,SI2,63.9,60,18242,9.06,9.01,5.77
27519,3.01,Good,I,SI2,63.9,60,18242,9.06,9.01,5.77
27520,1.7,Premium,F,VS2,62.8,58,18251,7.61,7.54,4.76
27521,2.01,Ideal,H,SI1,62.2,56,18252,8.03,8.05,5
27522,2.52,Premium,I,SI1,58.5,59,18252,8.9,8.87,5.2
27523,2.53,Premium,H,SI1,62.1,59,18254,8.83,8.73,5.45
27524,2.51,Premium,I,SI2,62.3,57,18255,8.76,8.69,5.44
27525,2.03,Very Good,G,SI1,61.3,59,18257,8.08,8.11,4.96
27526,2.01,Ideal,G,SI2,61.7,57,18259,8.13,8.1,5.01
27527,2.02,Premium,F,SI2,61.3,59,18274,8.15,8.11,4.98
27528,2.13,Ideal,H,SI1,62.2,55,18275,8.2,8.27,5.12
27529,2.21,Ideal,G,SI2,61.9,55,18276,8.4,8.36,5.19
27530,1.7,Ideal,G,VVS1,61,56,18279,7.62,7.67,4.66
27531,1.07,Premium,D,IF,60.9,58,18279,6.67,6.57,4.03
27532,2.08,Very Good,I,VS2,58.9,61,18281,8.35,8.36,4.92
27533,1.62,Ideal,F,VS2,61.2,57,18281,7.52,7.58,4.62
27534,2.03,Premium,D,SI2,62.4,59,18286,8.04,7.98,5
27535,2.14,Premium,E,SI2,61.5,58,18291,8.31,8.24,5.09
27536,2.06,Ideal,G,SI2,62.3,56,18293,8.16,8.09,5.06
27537,1.54,Ideal,G,VVS1,61.4,56,18294,7.42,7.47,4.57
27538,2.01,Ideal,H,SI1,62.1,55,18295,8.12,8.07,5.03
27539,2.01,Premium,H,SI1,61.4,56,18295,8.19,8.13,5.01
27540,2.02,Ideal,G,SI2,62,55,18296,8.16,8.1,5.04
27541,2.24,Ideal,I,SI1,60.5,59,18299,8.45,8.5,5.13
27542,2.3,Ideal,H,SI2,61.6,56,18304,8.48,8.52,5.24
27543,1.93,Ideal,F,SI1,59.5,60,18306,8.1,8.13,4.83
27544,2.51,Fair,H,SI2,64.7,57,18308,8.44,8.5,5.48
27545,2.03,Premium,E,SI2,61.5,59,18310,8.16,8.24,5.04
27546,2.1,Ideal,G,SI2,61.3,55,18312,8.19,8.25,5.04
27547,2.05,Premium,H,VS2,61.8,60,18318,8.19,8.14,5.05
27548,1.61,Ideal,D,VS2,62,55,18318,7.51,7.5,4.67
27549,2.02,Premium,F,SI2,61.7,58,18320,8.11,8.15,5.02
27550,2.02,Ideal,I,VS1,62.1,56,18324,8.13,8.09,5.04
27551,2.5,Good,J,VS2,62,58,18325,8.63,8.6,5.34
27552,2.49,Premium,I,SI2,61.2,56,18325,8.76,8.7,5.34
27553,2.01,Good,H,VS1,57.6,63,18340,8.23,8.25,4.75
27554,2.16,Ideal,I,VS1,62.7,56,18342,8.28,8.2,5.17
27555,1.7,Premium,E,VS2,58.6,62,18342,7.92,7.84,4.62
27556,2.27,Ideal,G,SI1,61.1,60,18343,8.46,8.42,5.16
27557,2.07,Ideal,F,SI2,61.5,55,18344,8.23,8.28,5.08
27558,1.83,Very Good,G,VS2,60.5,59,18358,7.89,7.99,4.8
27559,2.07,Premium,I,VS2,61.2,58,18359,8.2,8.18,5.01
27560,2.22,Ideal,I,VS2,61.3,56,18363,8.36,8.45,5.15
27561,2.2,Premium,I,VS2,62,57,18364,8.38,8.34,5.18
27562,2.6,Ideal,J,SI2,62.5,56,18369,8.81,8.76,5.49
27563,2.06,Ideal,D,SI2,60.3,56,18371,8.29,8.25,4.99
27564,2.32,Very Good,I,SI1,63.2,59,18371,8.55,8.44,5.37
27565,2,Premium,H,SI1,63,56,18371,7.98,7.93,5.01
27566,2,Premium,H,SI1,58.2,60,18371,8.34,8.26,4.83
27567,2.4,Ideal,H,SI2,62,55,18374,8.57,8.6,5.32
27568,2.01,Good,G,SI1,60.1,61,18374,8.04,8.12,4.86
27569,2,Good,F,SI1,63,61,18376,7.85,7.99,4.99
27570,1.73,Premium,G,VVS2,62.6,55,18377,7.76,7.66,4.83
27571,2.09,Very Good,H,SI1,61.1,56,18392,8.23,8.3,5.05
27572,2.01,Ideal,F,SI2,61.7,56,18394,8.12,8.16,5.02
27573,2.01,Ideal,F,SI2,61.9,55,18395,8.1,8.05,5
27574,2.02,Very Good,H,VS2,62.7,58,18398,7.96,8.01,5.01
27575,2.01,Very Good,G,SI1,62.1,60,18398,7.94,8.03,4.96
27576,1.7,Premium,F,VS1,58.5,60,18398,7.83,7.76,4.56
27577,2.08,Very Good,D,SI2,60.1,59,18405,8.29,8.37,5.01
27578,2.11,Very Good,D,SI2,60.9,60,18407,8.21,8.28,5.02
27579,1.54,Ideal,F,VS1,60.3,57,18416,7.49,7.56,4.54
27580,1.79,Premium,G,VS1,61.7,59,18419,7.85,7.74,4.81
27581,1.6,Ideal,F,VS2,62,55,18421,7.49,7.54,4.66
27582,2.03,Premium,G,SI1,61.3,59,18423,8.11,8.08,4.96
27583,2.26,Premium,H,SI1,60.3,58,18426,8.56,8.51,5.15
27584,2.29,Premium,J,IF,61.4,60,18426,8.45,8.49,5.2
27585,2,Premium,E,SI2,61.8,56,18426,8.12,8.05,5
27586,1.79,Very Good,F,VS2,62.8,59,18429,7.7,7.8,4.87
27587,2.44,Very Good,J,VS2,58.1,60,18430,8.89,8.93,5.18
27588,1.74,Very Good,F,VS2,62,57,18430,7.65,7.7,4.76
27589,1.7,Premium,F,VS1,60.6,58,18430,7.68,7.71,4.66
27590,1.72,Ideal,G,VVS2,62,57,18431,7.63,7.72,4.76
27591,2.22,Premium,I,SI1,59.9,59,18432,8.46,8.41,5.05
27592,1.33,Ideal,F,IF,60.2,57,18435,7.12,7.17,4.3
27593,2.06,Premium,G,SI1,61.5,58,18439,8.2,8.15,5.03
27594,2,Ideal,H,SI1,62.8,52,18440,8.05,8.1,5.06
27595,2,Ideal,H,SI1,63.9,54,18440,7.92,8,5.1
27596,2.13,Ideal,H,SI1,62.2,55,18442,8.27,8.2,5.12
27597,2.09,Premium,H,VS2,62.2,58,18443,8.17,8.12,5.06
27598,1.7,Ideal,G,VVS1,61,56,18445,7.67,7.62,4.66
27599,2.5,Premium,I,SI2,59,60,18447,8.76,8.89,5.21
27600,2.08,Premium,I,VS2,58.9,61,18447,8.36,8.35,4.92
27601,2.03,Ideal,F,SI2,63.3,55,18458,7.96,8.05,5.08
27602,2.1,Ideal,H,SI2,63.1,55,18462,8.17,8.13,5.14
27603,2.16,Ideal,J,VS1,61.4,55,18462,8.34,8.27,5.1
27604,2.04,Good,D,SI1,61.9,60,18468,8.15,8.11,5.03
27605,2.15,Ideal,H,SI1,61.5,60,18470,8.17,8.29,5.06
27606,2.09,Good,F,SI2,63.4,55,18472,8.11,8.18,5.16
27607,2.01,Good,H,VS2,64.1,59,18474,7.91,7.85,5.05
27608,2.19,Ideal,H,SI1,60.6,57,18475,8.39,8.35,5.07
27609,2.03,Premium,E,SI2,61.5,59,18477,8.24,8.16,5.04
27610,2.1,Very Good,H,SI1,62.9,57,18480,8.12,8.19,5.13
27611,2.16,Premium,I,VS2,58.7,60,18481,8.54,8.5,5
27612,2.21,Very Good,F,SI2,61,58,18483,8.36,8.43,5.12
27613,2.57,Premium,J,SI1,63,58,18485,8.77,8.65,5.49
27614,2.02,Premium,F,SI2,61.7,58,18487,8.15,8.11,5.02
27615,2.07,Very Good,H,SI1,59.5,59,18489,8.27,8.3,4.92
27616,2,Premium,F,SI1,62.6,59,18493,8.1,8.04,5.05
27617,2.66,Good,H,SI2,64.3,60,18495,8.71,8.65,5.58
27618,2.01,Very Good,I,VS1,63,59,18500,7.87,7.94,4.98
27619,2.01,Very Good,H,VS2,63.2,58,18507,7.93,8.01,5.04
27620,2.03,Very Good,G,SI1,61.7,54,18507,8.07,8.19,5.02
27621,2.32,Very Good,H,SI2,60.6,58,18508,8.56,8.6,5.2
27622,2.37,Ideal,J,SI1,61.9,55,18508,8.53,8.56,5.29
27623,2.09,Very Good,F,SI2,61.3,59,18509,8.19,8.33,5.06
27624,2,Fair,G,VS2,67.6,58,18515,7.65,7.61,5.16
27625,2.38,Premium,H,VS1,60.9,59,18522,8.62,8.59,5.24
27626,2,Very Good,G,SI1,61.8,61,18524,8,8.09,4.97
27627,1.83,Premium,G,VS2,60.5,59,18525,7.99,7.89,4.8
27628,2.14,Very Good,D,SI2,60.3,60,18526,8.31,8.43,5.05
27629,2.14,Ideal,H,SI1,61.5,57,18528,8.36,8.29,5.12
27630,2.22,Ideal,I,VS2,61.3,56,18531,8.45,8.36,5.15
27631,4.5,Fair,J,I1,65.8,58,18531,10.23,10.16,6.72
27632,2.32,Ideal,G,SI2,61,58,18532,8.5,8.54,5.2
27633,2.03,Ideal,F,SI2,61.4,58,18535,8.12,8.16,5
27634,2.4,Good,I,SI1,56.9,62,18541,8.87,8.81,5.03
27635,2.4,Ideal,H,SI2,62,55,18541,8.6,8.57,5.32
27636,1.04,Very Good,D,IF,61.3,56,18542,6.53,6.55,4.01
27637,1.5,Very Good,F,IF,63.2,58,18552,7.2,7.32,4.59
27638,1.72,Very Good,E,VS2,63.4,56,18557,7.65,7.55,4.82
27639,3.04,Premium,I,SI2,59.3,60,18559,9.51,9.46,5.62
27640,2.38,Premium,J,VS2,62.1,58,18559,8.54,8.49,5.29
27641,2.09,Premium,H,SI1,61.1,56,18559,8.3,8.23,5.05
27642,2.01,Good,H,VS2,57.8,60,18561,8.29,8.35,4.81
27643,2.01,Very Good,H,VS2,60.7,56,18561,8.08,8.17,4.93
27644,2.02,Fair,H,VS2,64.5,57,18565,8,7.95,5.14
27645,1.6,Ideal,F,VS1,60.5,57,18571,7.6,7.63,4.61
27646,2.01,Good,G,SI1,63.1,59,18572,7.98,8.03,5.05
27647,2.01,Fair,G,SI1,70.6,64,18574,7.43,6.64,4.69
27648,2.11,Premium,D,SI2,60.9,60,18575,8.28,8.21,5.02
27649,2.03,Ideal,F,SI2,61.6,55,18578,8.19,8.14,5.03
27650,3.01,Good,H,SI2,57.6,64,18593,9.44,9.38,5.42
27651,2.29,Premium,J,IF,61.4,60,18594,8.49,8.45,5.2
27652,1.7,Premium,F,VS1,60.6,58,18598,7.71,7.68,4.66
27653,1.71,Ideal,G,VVS2,62.1,55,18599,7.63,7.66,4.75
27654,2,Ideal,H,SI1,65,61,18604,7.9,7.79,5.11
27655,2.01,Ideal,G,VS2,61.4,54,18607,8.16,8.09,4.99
27656,2.07,Premium,F,SI2,60.7,59,18611,8.21,8.16,4.97
27657,1.49,Ideal,F,VVS2,61.1,58,18614,7.36,7.38,4.5
27658,2.42,Premium,J,VS2,61.3,59,18615,8.61,8.58,5.27
27659,2.01,Good,G,SI1,60.3,60,18625,8.07,8.18,4.9
27660,2.03,Very Good,G,SI1,60.1,60,18630,8.09,8.18,4.89
27661,2.01,Good,H,VS2,63.3,55,18640,7.87,7.94,5
27662,2.09,Very Good,F,SI2,63.4,55,18640,8.18,8.11,5.16
27663,2.1,Ideal,H,SI1,62.9,57,18648,8.19,8.12,5.13
27664,2.29,Premium,I,VS2,60.8,60,18653,8.47,8.5,5.16
27665,2.12,Premium,H,SI1,61.1,60,18656,8.18,8.26,5.02
27666,2.05,Ideal,H,VS2,61.6,57,18659,8.2,8.14,5.03
27667,2.04,Ideal,G,SI1,59,57,18663,8.32,8.37,4.92
27668,2.01,Ideal,D,SI2,62.1,56,18674,8.02,8.11,5.01
27669,2.02,Premium,F,SI2,62.1,56,18678,8.07,7.99,4.99
27670,2.16,Very Good,F,SI2,62.4,59,18678,8.28,8.33,5.18
27671,2.03,Premium,G,VS2,59.6,60,18680,8.27,8.21,4.91
27672,1.42,Ideal,F,VVS1,60.8,56,18682,7.25,7.32,4.43
27673,2.67,Good,F,SI2,63.8,58,18686,8.69,8.64,5.54
27674,1.5,Very Good,G,VS2,60.7,59,18691,7.31,7.38,4.46
27675,2.43,Premium,J,VS2,62.2,57,18692,8.63,8.54,5.34
27676,2.48,Very Good,F,SI2,63.4,56,18692,8.64,8.55,5.45
27677,2.19,Ideal,D,SI2,61.8,57,18693,8.23,8.49,5.17
27678,1.28,Ideal,E,IF,60.7,57,18700,7.09,6.99,4.27
27679,2.02,Ideal,G,VS2,62,57,18700,8.1,8.05,5.01
27680,3.51,Premium,J,VS2,62.5,59,18701,9.66,9.63,6.03
27681,2.01,Premium,G,SI2,61.2,57.2,18705,8.08,8.14,4.97
27682,2.22,Premium,J,VS1,60,60,18706,8.49,8.43,5.08
27683,2.07,Good,I,VS2,61.8,61,18707,8.12,8.16,5.03
27684,2,Very Good,E,SI1,60.5,59,18709,8.09,8.14,4.94
27685,3.01,Premium,J,SI2,60.7,59,18710,9.35,9.22,5.64
27686,3.01,Premium,J,SI2,59.7,58,18710,9.41,9.32,5.59
27687,2.18,Premium,F,SI1,61.2,60,18717,8.38,8.3,5.1
27688,1.7,Premium,G,VVS2,59.8,59,18718,7.7,7.75,4.62
27689,1.51,Ideal,E,VS1,61.5,57,18729,7.34,7.4,4.53
27690,1.72,Premium,G,VVS2,61.8,60,18730,7.65,7.68,4.74
27691,0.38,Ideal,I,VS2,60.5,56,648,4.71,4.74,2.85
27692,0.41,Ideal,J,VS1,61.5,55,648,4.77,4.79,2.94
27693,0.41,Ideal,J,VS1,62.4,55,648,4.75,4.77,2.97
27694,0.41,Ideal,J,VS1,62.7,54,648,4.75,4.79,2.99
27695,0.41,Ideal,J,VS1,61.3,57,648,4.81,4.84,2.96
27696,0.4,Ideal,G,SI2,62.1,57,648,4.72,4.75,2.94
27697,0.41,Ideal,G,SI2,61.5,55,648,4.76,4.8,2.94
27698,0.41,Ideal,G,SI2,61.7,56,648,4.79,4.81,2.96
27699,0.4,Ideal,D,SI2,60.5,57,648,4.73,4.76,2.87
27700,0.32,Ideal,F,SI1,61.6,55,648,4.41,4.45,2.73
27701,0.32,Ideal,F,SI1,61,55,648,4.45,4.47,2.72
27702,0.26,Ideal,G,IF,61.7,54,648,4.15,4.18,2.57
27703,0.26,Ideal,G,IF,60.8,56,648,4.11,4.15,2.51
27704,0.39,Good,I,VS2,62.3,61,648,4.6,4.61,2.87
27705,0.36,Ideal,H,SI1,61.5,57,648,4.6,4.57,2.82
27706,0.36,Ideal,I,VS2,61.8,55,648,4.61,4.58,2.84
27707,0.36,Premium,I,VS2,61.6,58,648,4.57,4.52,2.8
27708,0.36,Good,E,SI2,63.7,54,648,4.55,4.52,2.89
27709,0.32,Ideal,H,VS2,62.5,55,648,4.42,4.38,2.75
27710,0.32,Ideal,H,VS2,62.2,57,648,4.38,4.36,2.72
27711,0.32,Premium,H,VS2,61.9,58,648,4.39,4.37,2.71
27712,0.36,Premium,I,VS2,62.7,59,648,4.58,4.54,2.86
27713,0.36,Premium,H,SI1,63,55,648,4.54,4.51,2.85
27714,0.36,Ideal,H,SI1,62.3,57,648,4.58,4.54,2.84
27715,0.36,Premium,E,SI2,61.5,58,648,4.61,4.56,2.82
27716,0.36,Premium,E,SI2,60.6,59,648,4.61,4.57,2.78
27717,0.36,Premium,E,SI2,62.6,57,648,4.54,4.5,2.83
27718,0.32,Ideal,I,VS1,60.9,56,648,4.46,4.44,2.71
27719,0.32,Premium,I,VS1,59.8,60,648,4.46,4.44,2.66
27720,0.32,Premium,I,VS1,61,60,648,4.47,4.42,2.71
27721,2.02,Very Good,E,SI1,59.8,59,18731,8.11,8.2,4.88
27722,1.94,Premium,F,SI1,62.6,58,18735,7.91,7.87,4.94
27723,2.01,Ideal,G,SI1,62.1,57,18736,8.07,8.09,5.02
27724,2.01,Ideal,G,SI1,62.2,56,18741,8.02,7.97,4.97
27725,2.01,Very Good,G,SI1,63.1,59,18741,8.03,7.98,5.05
27726,2.01,Premium,G,SI1,60.3,59,18741,8.23,8.15,4.94
27727,2.36,Premium,H,SI2,59.4,58,18745,8.69,8.75,5.18
27728,2.61,Ideal,I,SI2,62.1,56,18756,8.85,8.73,5.46
27729,2.03,Ideal,G,SI1,60,55.8,18757,8.17,8.3,4.95
27730,2,Very Good,F,SI1,57.9,60,18759,8.28,8.34,4.81
27731,2.08,Ideal,H,SI1,58.7,60,18760,8.36,8.4,4.92
27732,2.55,Premium,I,VS1,61.8,62,18766,8.7,8.65,5.36
27733,1.71,Ideal,G,VVS2,62.1,55,18768,7.66,7.63,4.75
27734,1.51,Very Good,F,VVS1,62.6,59,18777,7.33,7.24,4.56
27735,2.06,Ideal,I,VS2,62.2,55,18779,8.15,8.19,5.08
27736,1.6,Ideal,F,VS1,62,56,18780,7.47,7.52,4.65
27737,2.03,Very Good,H,SI1,63,60,18781,8,7.93,5.02
27738,2.05,Premium,F,SI2,60.2,59,18784,8.28,8.33,5
27739,2.05,Ideal,G,SI1,61.9,57,18787,8.1,8.16,5.03
27740,2.8,Good,G,SI2,63.8,58,18788,8.9,8.85,0
27741,1.71,Premium,F,VS2,62.3,59,18791,7.57,7.53,4.7
27742,2.15,Ideal,G,SI2,62.6,54,18791,8.29,8.35,5.21
27743,2.04,Premium,H,SI1,58.1,60,18795,8.37,8.28,4.84
27744,2,Premium,I,VS1,60.8,59,18795,8.13,8.02,4.91
27745,2.29,Premium,I,SI1,61.8,59,18797,8.52,8.45,5.24
27746,2,Very Good,H,SI1,62.8,57,18803,7.95,8,5.01
27747,2.07,Ideal,G,SI2,62.5,55,18804,8.2,8.13,5.11
27748,1.51,Ideal,G,IF,61.7,55,18806,7.37,7.41,4.56
27749,2,Very Good,G,SI1,63.5,56,18818,7.9,7.97,5.04
27750,2.29,Premium,I,VS2,60.8,60,18823,8.5,8.47,5.16
27751,0.32,Very Good,I,VS1,63.2,54,648,4.42,4.38,2.78
27752,0.32,Premium,I,VS1,62.6,58,648,4.4,4.38,2.75
27753,0.32,Very Good,I,VS1,63.1,56,648,4.4,4.38,2.77
27754,0.32,Ideal,I,VS1,62.3,57,648,4.42,4.37,2.74
27755,0.32,Ideal,I,VS1,62.4,54,648,4.39,4.36,2.73
27756,0.32,Premium,I,VS1,61.9,58,648,4.4,4.36,2.71
27757,0.32,Premium,I,VS1,62,58,648,4.4,4.37,2.72
27758,0.32,Ideal,I,VS1,62.4,56,648,4.37,4.31,2.71
27759,0.32,Premium,I,VS1,61.3,58,648,4.39,4.35,2.68
27760,0.32,Premium,H,VS2,59.5,58,648,4.5,4.47,2.67
27761,0.32,Premium,H,VS2,60.5,59,648,4.43,4.39,2.67
27762,0.32,Ideal,H,VS2,61.3,55,648,4.44,4.4,2.71
27763,0.32,Premium,H,VS2,60.7,58,648,4.46,4.43,2.7
27764,0.32,Premium,H,VS2,60.6,58,648,4.47,4.44,2.7
27765,0.32,Premium,H,VS2,60.6,58,648,4.47,4.44,2.7
27766,0.32,Ideal,H,VS2,62,55,648,4.42,4.39,2.73
27767,0.32,Premium,H,VS2,60.7,60,648,4.41,4.39,2.67
27768,0.32,Premium,H,VS2,60.7,61,648,4.41,4.39,2.67
27769,0.32,Premium,H,VS2,61.4,60,648,4.41,4.39,2.7
27770,0.32,Premium,H,VS2,62.7,54,648,4.41,4.39,2.76
27771,0.32,Ideal,H,VS2,62,55,648,4.4,4.38,2.72
27772,0.32,Ideal,H,VS2,62.8,55,648,4.41,4.38,2.76
27773,0.32,Premium,H,VS2,61.7,59,648,4.4,4.35,2.7
27774,0.32,Premium,H,VS2,61,60,648,4.41,4.35,2.67
27775,0.32,Premium,H,VS2,62.3,57,648,4.39,4.37,2.73
27776,0.32,Ideal,H,VS2,62.1,56,648,4.42,4.37,2.73
27777,0.32,Ideal,H,VS2,61.5,56,648,4.4,4.38,2.7
27778,0.32,Ideal,H,VS2,62,57,648,4.39,4.35,2.71
27779,0.32,Ideal,H,VS2,63,57,648,4.38,4.35,2.75
27780,0.32,Premium,H,VS2,62.5,59,648,4.38,4.33,2.72
27781,0.32,Premium,H,VS2,62.4,58,648,4.36,4.33,2.71
27782,0.32,Very Good,H,VS2,63.1,55,648,4.36,4.33,2.74
27783,0.3,Good,G,VS2,58.5,64,648,4.42,4.37,2.57
27784,0.32,Ideal,H,VS2,63,57,648,4.37,4.33,2.74
27785,0.44,Very Good,F,SI2,62.8,60,648,4.82,4.86,3.04
27786,0.41,Premium,H,SI2,60.9,60,649,4.84,4.81,2.94
27787,0.37,Premium,E,SI1,61.8,58,649,4.59,4.64,2.85
27788,0.37,Ideal,E,SI1,61.9,56,649,4.57,4.6,2.84
27789,0.37,Ideal,E,SI1,62.7,54,649,4.55,4.6,2.87
27790,0.37,Premium,E,SI1,59.3,58,649,4.73,4.75,2.81
27791,0.37,Very Good,G,VS2,60.7,57,649,4.64,4.69,2.83
27792,0.37,Premium,G,VS2,61.3,60,649,4.6,4.63,2.83
27793,0.37,Ideal,G,VS2,62.2,57,649,4.59,4.64,2.87
27794,0.37,Very Good,G,VS2,62.8,60,649,4.55,4.59,2.87
27795,0.37,Very Good,G,VS2,61.2,57,649,4.59,4.63,2.82
27796,0.37,Premium,G,VS2,59.3,60,649,4.67,4.71,2.78
27797,0.37,Very Good,E,SI1,60.6,54,649,4.63,4.68,2.82
27798,0.37,Premium,G,VS2,60.1,59,649,4.64,4.68,2.8
27799,0.37,Ideal,G,VS2,60.8,57,649,4.61,4.66,2.82
27800,0.37,Very Good,E,SI1,59.9,59,649,4.68,4.7,2.81
27801,0.37,Premium,H,VS1,60.9,60,649,4.6,4.63,2.81
27802,0.37,Ideal,G,VS2,61.5,56,649,4.59,4.64,2.84
27803,0.37,Ideal,G,VS2,61.3,57,649,4.6,4.64,2.83
27804,0.37,Premium,G,VS2,61.2,60,649,4.58,4.63,2.82
27805,0.35,Very Good,H,VVS2,61,57,650,4.54,4.57,2.77
27806,0.3,Very Good,D,VS2,62.9,55,650,4.25,4.27,2.68
27807,0.3,Ideal,G,VVS2,61.9,57,650,4.3,4.33,2.66
27808,0.23,Ideal,F,VVS2,61.6,54,650,3.97,3.99,2.45
27809,0.3,Ideal,H,VVS1,61.5,55,650,4.31,4.35,2.66
27810,0.3,Ideal,H,VVS1,62.3,57,650,4.25,4.28,2.65
27811,0.3,Ideal,H,VVS1,61.1,56,650,4.33,4.37,2.66
27812,0.28,Ideal,G,VVS1,61.8,55,650,4.19,4.23,2.6
27813,0.28,Ideal,G,IF,61.3,57,650,4.25,4.27,2.6
27814,0.28,Ideal,G,IF,61.5,57,650,4.19,4.21,2.58
27815,0.28,Ideal,G,IF,62.4,55,650,4.17,4.2,2.61
27816,0.28,Ideal,G,IF,60.9,57,650,4.24,4.27,2.59
27817,0.34,Ideal,G,SI1,61.2,57,650,4.56,4.53,2.78
27818,0.34,Good,G,SI1,63.9,58,650,4.43,4.4,2.82
27819,0.34,Premium,G,SI1,59.7,59,650,4.54,4.5,2.7
27820,0.34,Premium,G,SI1,60.8,59,650,4.56,4.46,2.74
